,id,state,gender,median_home_val,median_household_income,ic4,hvp1,ic5,pobc1,pobc2,ic2,ic3,avggift,tcode,dob,domain,target_d
440,146742,CA,M,3909,870,901.0,98,34835,16,45,886.0,878,11.28571429,1,3001,S1,15.0
441,68240,MI,M,237,255,274.0,0,12378,3,58,250.0,274,12.84615385,0,3001,U4,25.0
442,24975,SC,F,545,302,338.0,1,12022,0,80,316.0,324,15.0,0,4401,R2,20.0
443,25027,SC,M,482,239,335.0,1,11149,0,81,282.0,287,5.071428571,0,5502,R2,5.0
445,187915,NJ,F,1344,436,472.0,7,14568,4,75,468.0,439,3.931538461,0,0,T2,20.0
446,16972,NC,M,621,267,352.0,0,11523,1,81,328.0,300,10.5875,1,5801,R2,12.0
447,126469,TX,M,564,199,288.0,1,10369,7,73,207.0,274,8.730769231,0,1808,C1,15.0
448,42548,FL,F,398,193,210.0,0,6768,8,42,207.0,195,8.769230769,0,2401,T3,11.0
449,72416,MI,M,667,333,395.0,0,12506,4,68,380.0,345,6.722222222,1002,1606,R2,5.0
450,118163,TX,M,948,545,684.0,1,20038,8,54,604.0,655,5.0,2,0,R2,5.0
451,174833,OR,F,953,319,455.0,1,15729,3,45,379.0,387,13.2,2,2002,S2,20.0
452,19623,NC,female,1070,384,476.0,24,17806,1,67,420.0,435,6.533333333,0,6201,T1,14.0
453,159506,CA,M,1029,415,413.0,5,17789,2,64,401.0,408,5.133333333,1,0,R2,10.0
454,153743,CA,M,1325,381,464.0,4,19380,18,38,458.0,403,16.35294118,0,5901,S1,26.0
455,100447,MO,F,806,357,441.0,0,14575,4,81,393.0,386,4.0,0,5401,S2,3.0
456,126403,TX,F,339,158,207.0,0,5445,27,58,161.0,212,8.25,2,2403,C3,10.0
457,77695,WI,male,1040,492,569.0,5,18196,2,79,505.0,549,15.0,1,5801,T1,20.0
458,18266,NC,M,487,273,314.0,0,13272,1,76,308.0,275,5.0,0,2505,C3,5.0
459,80893,WI,male,498,278,390.0,0,13894,0,87,348.0,357,8.333333333,1,1507,T2,25.0
460,169553,CA,F,942,204,304.0,6,10323,14,58,254.0,306,5.611111111,28,5901,R2,10.0
461,30450,GA,F,1156,420,655.0,5,22639,1,56,617.0,541,31.0,2,2407,C2,50.0
462,98220,IL,M,331,195,314.0,0,11368,0,72,288.0,255,7.5,0,3601,R3,10.0
463,134833,UT,M,498,139,299.0,0,7461,8,70,229.0,246,5.5,1,3901,R2,6.0
464,179014,WA,F,904,296,407.0,2,17248,3,46,372.0,330,13.6,2,1001,T1,23.0
465,77023,IA,M,324,146,202.0,0,8170,11,47,192.0,186,12.5,1,4301,C3,15.0
466,10028,CA,M,1771,314,341.0,13,17567,9,45,335.0,322,11.1875,1,0,C2,20.0
467,20522,NC,M,1203,462,543.0,10,17989,1,51,473.0,497,15.0,1,5001,T1,15.0
468,82065,MN,M,737,506,469.0,0,13295,0,83,504.0,472,8.454545455,0,3601,T2,10.0
469,20769,NC,M,504,191,287.0,1,9564,0,81,228.0,246,5.0,2,4601,T2,5.0
470,160970,CA,M,931,307,343.0,2,12060,8,50,318.0,332,5.090909091,1,2111,T1,5.0
471,174609,OR,F,819,259,367.0,2,13539,1,41,275.0,331,7.538461539,0,0,T2,10.0
472,127166,TX,J,1490,612,818.0,25,38526,7,56,645.0,733,18.47826087,1002,2512,S1,30.0
473,155967,CA,F,2521,412,516.0,63,13961,38,45,424.0,512,5.555555556,0,2001,C2,5.0
474,14790,CA,M,4068,753,872.0,99,31920,20,37,821.0,748,6.4,1,2104,U1,15.0
475,20583,NC,female,810,441,503.0,1,17642,2,56,457.0,489,8.133333333,28,2801,C1,14.0
476,185934,CA,F,1364,244,308.0,15,6939,50,43,255.0,296,18.75,2,0,U4,25.0
477,109449,LA,F,456,238,317.0,0,10293,1,67,263.0,281,11.0,2,2211,T2,12.0
478,64115,IN,M,501,359,445.0,0,16856,0,65,407.0,385,7.5,1,2506,C2,15.0
479,154202,CA,F,810,180,264.0,2,12413,15,32,214.0,217,12.83333333,0,0,T2,50.0
480,153001,CA,M,1960,265,469.0,46,17243,10,33,321.0,362,6.3,1,5203,S2,5.0
481,154216,CA,F,770,213,313.0,3,11794,10,45,264.0,276,4.714285714,2,1301,T2,13.0
482,174976,OR,F,619,244,324.0,1,13392,1,53,271.0,300,12.25,0,5901,R2,15.0
483,140547,NM,M,544,259,341.0,1,11638,2,44,305.0,322,20.0,0,0,R2,20.0
484,169371,CA,F,1436,308,372.0,16,11970,7,66,347.0,338,25.0,0,1601,T2,20.0
485,167100,CA,M,3223,487,597.0,89,22177,9,59,516.0,568,6.444444444,0,1704,S1,10.0
486,157295,CA,U,5500,365,614.0,99,31227,8,50,424.0,456,11.53846154,2,1501,S1,35.0
487,19020,NC,female,1588,450,511.0,35,18048,0,61,471.0,478,16.2,2,2801,T1,19.0
488,105325,KS,F,227,202,251.0,0,8250,0,72,241.0,220,2.445945946,28,0,T2,6.0
489,30117,GA,M,679,350,402.0,0,11290,0,87,374.0,377,13.0,1,7101,T2,16.0
490,121798,TX,M,612,508,547.0,0,23219,18,51,510.0,551,12.33333333,1,3601,U1,15.0
491,86322,SD,F,213,222,329.0,1,12227,1,57,273.0,283,5.125,0,6701,T2,5.0
492,56886,KY,M,1111,506,636.0,2,21181,4,52,591.0,552,6.636363636,1,2601,S1,12.0
493,177613,OR,M,803,222,326.0,4,11846,3,36,240.0,311,19.23076923,0,0,R2,20.0
494,43492,FL,F,665,240,312.0,2,11939,1,26,264.0,273,7.0,0,0,S2,12.0
495,931,OR,M,646,239,328.0,1,10757,6,58,249.0,305,5.1,1002,4711,R2,12.0
496,19510,NC,M,2441,579,866.0,67,46160,2,54,740.0,697,11.0,0,2001,C1,12.5
497,38165,CA,F,1985,414,490.0,48,17181,12,38,446.0,467,10.36363636,1002,4607,U2,14.0
498,171879,CA,F,1016,235,303.0,1,12496,6,66,246.0,278,20.0,0,0,U3,20.0
499,135248,Arizona,M,596,308,361.0,0,11474,2,42,316.0,345,11.81818182,1,1612,U2,20.0
500,187171,Arizona,M,851,299,387.0,0,19138,9,10,363.0,330,15.0,1,0,C2,15.0
501,77915,WI,male,477,278,375.0,0,11950,7,66,321.0,303,8.571428571,0,2212,S3,15.0
502,64419,IN,M,725,305,360.0,1,13264,2,77,309.0,349,10.22222222,1,0,R2,14.0
503,51185,TN,M,457,186,292.0,0,10259,0,78,242.0,237,9.333333333,1,0,R2,10.0
504,79116,WI,F,377,311,375.0,0,10276,4,49,363.0,320,5.0,0,3601,C2,10.0
505,68951,MI,M,1223,575,704.0,8,27751,4,68,644.0,638,25.0,1,7107,S1,25.0
506,50570,TN,M,308,182,269.0,0,9150,0,76,220.0,231,10.0,1,0,R3,10.0
507,90775,IL,M,1097,312,473.0,3,16896,10,79,463.0,371,10.71428571,1,5103,S2,17.0
508,186375,OR,M,1060,340,500.0,11,19213,5,32,425.0,422,15.0,0,0,C1,10.0
509,90765,IL,F,870,356,420.0,0,17028,20,64,405.0,361,26.66666667,3,0,U2,20.0
510,76128,IA,M,543,271,387.0,0,12961,2,83,349.0,339,4.964285714,0,3201,R2,5.0
512,47869,AL,F,402,186,287.0,0,10573,1,71,240.0,230,37.2,2,2401,C3,20.0
513,176740,OR,M,770,228,318.0,3,12603,3,47,282.0,272,20.0,1,0,C1,30.0
514,48487,AL,F,364,170,277.0,0,8962,0,92,231.0,221,10.0,0,4601,R3,25.0
515,2490,SC,M,620,323,373.0,0,11492,2,69,358.0,348,3.35516129,0,2901,T2,3.0
516,41312,FL,F,577,157,373.0,0,10497,8,45,324.0,224,11.09090909,2,2912,U3,23.0
517,17094,NC,female,897,454,479.0,0,15887,1,60,473.0,444,13.0,0,4001,T1,15.0
518,56787,KY,M,651,321,359.0,0,15114,7,76,345.0,361,9.666666667,1,6508,S2,13.0
519,164167,CA,F,2292,642,710.0,70,22186,13,52,670.0,680,6.4,0,5301,S1,13.0
520,41785,FL,F,972,316,462.0,12,20831,19,10,367.0,388,11.2,0,2811,C1,17.0
521,126959,TX,M,1035,273,471.0,10,14432,3,73,386.0,356,11.42857143,1,5601,R1,15.0
522,29526,GA,F,431,258,319.0,0,9791,0,81,283.0,289,7.25,28,4001,R3,10.0
523,142901,CA,F,4947,586,748.0,99,33685,19,38,608.0,682,10.0,2,2101,U1,10.0
524,105827,KS,F,351,213,356.0,0,9679,2,62,245.0,225,12.89473684,0,5001,C3,20.0
525,159439,CA,M,439,203,228.0,0,5774,26,57,203.0,230,5.636363636,1,0,R3,5.0
526,11459,CA,M,1967,371,482.0,49,15962,6,53,418.0,438,5.261851852,1,0,T2,7.0
527,129268,CO,F,952,394,457.0,1,15275,1,47,407.0,436,6.142857143,2,3109,S1,10.0
528,122256,TX,F,637,404,457.0,0,13216,35,37,407.0,446,4.714285714,0,5401,U1,20.0
529,92355,IL,M,1413,414,539.0,6,30680,8,68,482.0,489,8.0,1,2601,C1,25.0
530,59811,IN,F,360,206,307.0,0,9936,1,76,266.0,252,15.28571429,0,0,T3,5.0
531,173497,HI,F,3676,683,722.0,91,23977,6,68,692.0,724,20.0,2,2801,S1,5.0
532,177017,OR,M,719,224,321.0,6,12226,3,42,269.0,280,7.6,1,0,R2,15.0
533,15350,NC,female,1071,357,575.0,18,23527,5,55,494.0,490,17.5,28,2701,C1,15.0
534,4629,CO,M,1460,551,668.0,12,21916,3,36,565.0,641,7.102941177,1,2302,C1,15.0
535,162598,CA,F,2766,362,439.0,84,17063,24,53,433.0,398,13.0,2,2001,S1,20.0
536,178949,WA,male,3442,658,793.0,77,28222,10,46,671.0,749,10.0,1,3901,S1,15.0
537,189880,MN,F,528,204,335.0,0,11183,2,69,271.0,243,8.333333333,2,1801,T2,10.0
538,132031,NM,M,1345,609,678.0,3,29493,3,18,635.0,629,11.0,1,2301,R2,23.0
539,38111,FL,M,747,380,376.0,0,17585,29,25,385.0,398,4.722222222,1,1311,C1,7.0
540,21375,NC,female,498,243,326.0,1,11462,0,86,284.0,285,20.0,0,5401,T2,25.0
541,31735,FL,F,881,355,496.0,5,17641,3,27,464.0,388,11.0,28,0,T1,19.0
542,132456,CO,F,957,319,400.0,9,13186,3,49,360.0,365,5.0,2,2201,R1,7.0
543,121165,TX,M,920,160,633.0,8,20828,12,43,753.0,348,15.0,1,6601,U1,10.0
544,175226,OR,M,693,213,259.0,2,10095,0,61,248.0,232,7.25,1,1809,R2,11.0
545,190534,CA,F,1922,284,332.0,44,9661,35,45,307.0,300,5.545454545,0,501,U3,6.0
546,33383,FL,F,1473,611,688.0,17,26812,10,28,647.0,649,7.333333333,28,0,T1,11.0
547,64261,IN,F,369,251,346.0,0,11275,1,88,305.0,295,5.625,2,0,T2,10.0
548,106854,CO,F,1070,505,518.0,0,16105,1,34,510.0,529,7.583333333,2,0,T1,8.0
550,60195,IN,F,684,272,357.0,1,14675,2,74,321.0,298,13.5,0,5501,S1,25.0
551,6308,SC,M,454,244,320.0,0,10904,1,85,285.0,280,10.77777778,0,1803,R2,12.0
552,93883,IL,M,574,289,363.0,0,11250,25,69,318.0,315,3.555555556,0,4601,U3,4.0
553,38812,FL,F,3772,515,791.0,87,46740,17,16,661.0,647,14.33333333,2,2310,U1,17.0
554,15219,NC,female,730,309,419.0,1,14673,1,75,374.0,365,25.0,0,0,T2,25.0
555,76442,IA,M,588,332,405.0,0,11164,1,67,380.0,354,4.0,1,3801,R2,5.0
556,175659,OR,F,1465,514,720.0,25,27151,9,33,638.0,589,7.818181818,2,1504,S1,10.0
557,21859,NC,female,824,285,356.0,3,13339,2,59,305.0,333,9.909090909,0,3901,R2,10.0
558,32892,FL,M,852,443,497.0,1,16681,2,41,446.0,480,10.19047619,0,5010,S1,10.0
559,65740,MI,F,777,444,511.0,0,16822,6,81,485.0,476,9.3,0,6901,S2,12.0
560,117264,TX,F,532,237,396.0,0,11962,5,65,404.0,297,12.0,2,5208,U3,17.0
561,156344,CA,M,2917,625,709.0,93,23064,13,53,613.0,712,10.09090909,1,0,S1,10.0
562,152816,CA,F,1990,301,395.0,49,14403,12,53,326.0,389,15.0,2,3201,S2,35.0
563,133042,ID,M,427,231,341.0,0,10388,6,71,290.0,290,27.5,1,1301,R3,40.0
564,9063,Arizona,M,844,293,390.0,0,19809,7,1,336.0,333,9.866666667,1,1601,0,10.0
565,127527,TX,M,822,228,385.0,2,11594,9,72,322.0,321,10.75,1002,6002,R1,12.0
566,24940,SC,F,761,396,464.0,2,15429,2,62,422.0,425,6.466666667,0,0,T1,15.0
567,40520,FL,F,965,356,495.0,7,19633,8,24,453.0,426,9.538461539,0,1012,S1,10.0
568,101263,MO,F,150,162,239.0,0,8299,1,85,197.0,198,6.333333333,28,1601,R3,10.0
569,130185,CO,F,607,239,279.0,0,10199,5,57,260.0,256,3.6,2,1601,U3,3.0
570,84599,MN,F,760,469,544.0,0,17948,0,66,505.0,492,7.8,28,5801,C2,11.0
571,95208,IL,F,445,234,306.0,0,10475,1,84,253.0,270,8.9,0,2312,R2,10.0
572,129822,CO,F,1331,503,635.0,13,22045,7,26,579.0,561,12.2,28,4701,S1,20.0
573,97026,IL,F,598,371,487.0,0,16242,2,73,453.0,419,11.5,0,4701,C1,10.0
574,165378,CA,F,3997,896,945.0,97,41664,16,49,915.0,919,10.625,0,6006,S1,23.0
575,160196,CA,F,3461,404,514.0,90,17618,3,67,423.0,479,6.153846154,0,5101,T1,10.0
576,57052,KY,U,683,267,362.0,2,11879,1,84,309.0,325,16.57142857,0,4701,R2,29.0
577,144577,CA,M,5739,634,810.0,97,45680,8,45,670.0,792,9.285714286,1,1603,U1,15.0
578,103591,MO,M,150,202,258.0,0,8084,1,90,251.0,223,6.1,39002,0,R2,3.0
579,111708,AR,Female,502,247,336.0,0,11053,2,75,298.0,292,9.0,0,0,S1,15.0
580,89030,IL,F,539,268,384.0,0,10905,15,45,303.0,377,5.625,0,2501,U3,11.0
581,169678,CA,F,1856,504,536.0,33,17132,6,63,523.0,516,13.0,0,2401,S1,20.0
582,95831,IL,M,301,238,347.0,0,12366,0,80,354.0,267,10.5,1,2701,R2,10.0
583,48047,AL,F,1075,511,590.0,6,20216,4,41,556.0,552,5.8,0,0,T1,6.0
584,156378,CA,F,5000,738,959.0,99,50907,9,48,963.0,797,11.0,0,2807,S1,13.0
585,58130,KY,F,283,149,227.0,0,7466,0,73,168.0,207,5.111111111,0,0,R3,7.0
586,111459,AR,Female,1054,584,726.0,11,26074,2,63,644.0,652,13.53846154,28,5801,C1,20.0
587,77574,WI,F,1260,252,404.0,24,17617,6,79,357.0,309,4.857142857,2,2301,C2,5.0
588,157536,CA,F,3009,411,546.0,85,20728,12,39,455.0,493,12.5,2,1901,C2,17.0
589,86270,SD,M,462,224,253.0,0,8866,1,55,264.0,248,8.0,2,5501,C2,16.0
590,71882,MI,F,574,299,420.0,0,17296,3,72,363.0,360,6.166666667,0,0,C2,14.0
591,53213,TN,F,402,194,267.0,0,8742,0,84,229.0,234,12.0,0,4401,R3,15.0
592,121292,TX,F,557,211,205.0,0,5550,30,60,188.0,221,13.0,3,0,U3,16.0
593,101614,MO,F,320,148,233.0,0,9379,0,78,183.0,202,13.33333333,0,4401,R2,21.0
594,161479,OR,F,758,407,457.0,0,17576,4,53,409.0,455,7.454545455,2,2101,S2,11.0
595,74183,MI,F,836,332,425.0,15,13813,3,74,354.0,380,4.476190476,2,0,0,5.0
596,53611,TN,F,468,245,315.0,0,11358,0,66,308.0,294,8.0,28,5401,S3,18.25
597,143610,CA,F,5000,569,932.0,99,52576,21,34,936.0,712,15.0,0,0,U1,5.25
598,158534,CA,F,2541,423,528.0,75,19220,16,48,486.0,454,24.28571429,0,4801,S1,25.0
599,66265,MI,M,497,362,421.0,0,13649,7,79,452.0,384,20.41666667,1,4511,S3,40.0
600,141468,NV,M,1003,258,386.0,5,15748,12,13,322.0,318,25.0,0,1801,S2,25.0
601,121683,TX,M,770,477,578.0,0,19810,8,54,522.0,522,20.0,1,5101,S1,10.0
602,130239,CO,M,739,369,428.0,0,14453,3,53,368.0,419,20.0,0,5601,S2,20.0
603,987,GA,F,2140,773,850.0,59,33069,1,48,789.0,816,3.761904762,0,4301,S1,3.0
604,76585,IA,F,1282,550,703.0,15,26007,2,66,637.0,607,4.857142857,0,3110,C1,5.0
605,155240,CA,F,1167,211,406.0,4,16425,6,21,272.0,329,11.14285714,28,2201,C2,15.0
606,147841,CA,F,5626,1023,1051.0,98,62324,20,40,1109.0,969,30.75,0,1706,S1,100.0
607,140481,NM,F,636,281,341.0,1,11957,4,47,311.0,295,8.75,2,5201,T3,20.0
608,159034,CA,M,1834,442,420.0,23,11448,20,46,371.0,441,14.8,1,1601,U2,21.0
609,3933,IL,M,912,334,453.0,0,14883,18,78,393.0,375,8.5625,1,6606,U2,20.0
610,167138,CA,F,2125,375,468.0,58,21196,9,57,399.0,411,20.0,0,5301,U1,30.0
611,100900,MO,F,1180,513,607.0,7,19444,4,55,548.0,554,5.5,2,0,C1,5.0
612,161634,CA,F,669,190,226.0,0,7245,28,50,198.0,214,8.4,28,6302,C2,15.0
613,162945,CA,F,0,132,186.0,0,9308,46,21,147.0,178,4.5,0,1201,U4,5.0
614,12626,GA,F,533,301,386.0,0,11562,5,48,349.0,339,8.2,2,0,R2,9.0
615,134005,UT,M,582,361,392.0,0,12270,0,62,368.0,385,9.666666667,13,1409,C2,10.0
616,176948,OR,M,480,203,237.0,1,8973,2,50,217.0,202,17.33333333,1,2401,T2,20.0
617,123270,TX,M,435,174,289.0,1,7881,24,63,209.0,256,12.83333333,0,3508,C3,10.0
618,133884,ID,F,609,250,323.0,1,10580,1,34,291.0,290,3.908571429,0,0,T2,50.0
619,21815,NC,female,548,213,317.0,0,11564,1,86,307.0,256,5.8,0,7101,T2,5.0
620,56700,KY,M,447,214,314.0,0,12305,1,88,280.0,265,12.33333333,1,0,C3,20.0
621,41920,FL,M,467,192,323.0,0,10376,6,33,261.0,261,15.0,0,4201,U4,15.0
622,68440,MI,M,327,232,325.0,0,12587,1,48,256.0,284,13.66666667,2,3101,U4,15.0
623,8013,IL,F,890,437,455.0,5,20927,13,63,426.0,459,8.285714286,0,3701,S1,10.0
624,12801,CA,F,2947,564,754.0,86,44438,9,28,658.0,665,15.0,28,2001,S1,15.0
625,36495,FL,F,679,192,321.0,0,13762,28,11,238.0,242,7.428571429,0,401,U3,10.0
626,151730,CA,F,1522,374,537.0,9,20172,3,42,485.0,453,5.0,0,0,U2,5.0
627,89174,IL,M,5324,1159,1217.0,95,95913,12,45,1500.0,1053,22.25,1,805,S1,20.0
628,5123,CA,F,1878,351,475.0,45,15262,9,62,439.0,389,5.3,2,0,T2,6.0
629,3931,IN,F,529,277,397.0,0,12618,2,71,360.0,345,17.5,2,0,C2,10.0
630,8330,FL,F,742,239,356.0,9,18464,10,0,293.0,290,5.727272727,28,2501,C2,5.0
631,113354,OK,F,466,332,399.0,0,12452,5,69,368.0,368,10.87878788,0,5501,S2,20.0
632,164296,CA,F,911,325,384.0,0,16016,8,58,358.0,330,5.944444444,2,3601,S2,10.0
633,184017,WA,male,952,414,529.0,4,23125,2,48,452.0,484,14.22222222,1002,3501,R1,20.0
634,37852,FL,M,879,235,327.0,1,9954,70,17,251.0,303,10.5,0,6009,U3,20.0
635,64170,IN,F,573,393,471.0,1,16377,0,69,437.0,413,16.28571429,0,3001,T2,15.0
636,152118,CA,F,1644,396,489.0,35,16298,3,54,426.0,450,3.0,2,2209,S2,4.0
637,190281,CO,F,905,215,331.0,3,10917,10,37,245.0,269,13.14285714,2,0,S3,25.0
638,28786,GA,F,406,183,287.0,1,8848,0,83,225.0,245,7.444444444,0,0,R3,10.0
640,181931,WA,F,430,221,243.0,0,8096,5,59,234.0,236,10.27272727,0,1909,U1,13.0
641,45431,FL,F,492,200,288.0,0,13616,10,7,244.0,243,15.0,1,2609,C3,20.0
642,25635,GA,M,553,325,345.0,0,11881,2,69,334.0,343,7.2,1,2001,S2,11.0
643,135112,Arizona,Female,719,313,407.0,1,13050,2,52,366.0,331,5.428571429,0,3001,U2,8.0
644,179111,WA,male,1761,583,715.0,31,25887,13,38,588.0,692,12.5,0,4201,S1,20.0
645,65596,MI,M,587,438,473.0,0,14390,2,89,466.0,438,4.590909091,1002,5801,S2,9.0
646,73282,MI,M,800,409,478.0,1,14218,3,85,448.0,433,20.83333333,1,2201,S2,25.0
647,146241,CA,M,3196,655,731.0,91,21091,33,41,692.0,695,30.0,1,3401,U1,50.0
648,60098,IN,M,789,383,462.0,0,17643,1,79,434.0,412,9.916666667,1,4106,S2,25.0
649,74361,MI,M,545,265,328.0,3,10786,1,84,281.0,312,10.0625,0,7012,R2,10.0
650,82857,MN,M,745,326,428.0,1,15081,3,76,382.0,374,11.42857143,1,3804,S1,10.0
651,38580,FL,M,1144,333,505.0,0,16518,29,27,443.0,436,14.81818182,0,3607,S2,10.0
652,36471,FL,F,730,181,272.0,1,12098,33,22,191.0,287,10.5,28,2710,U3,20.0
653,140135,NM,F,506,191,273.0,2,8923,7,72,214.0,253,14.81818182,28,3901,R2,20.0
654,133029,ID,F,488,159,234.0,0,8393,1,62,220.0,203,11.94117647,0,3801,C2,5.0
655,161829,CA,F,1748,351,391.0,22,14059,24,24,355.0,382,5.523809524,0,3402,S2,10.0
656,168268,CA,F,2159,233,394.0,67,12950,8,62,280.0,247,20.17647059,0,2207,U2,15.0
657,19490,NC,female,739,309,451.0,0,17709,5,40,402.0,405,10.42857143,28,4201,C2,10.0
658,166899,CA,F,2153,320,397.0,60,15000,16,46,379.0,360,22.5,2,3601,S2,35.0
659,145982,CA,F,2051,523,561.0,54,19319,10,55,545.0,543,33.0,0,5801,S2,30.0
661,171227,CA,M,986,354,405.0,1,13968,5,58,389.0,369,7.6,1,0,S2,7.0
662,27419,GA,M,442,218,286.0,0,9399,0,78,253.0,257,15.0,1,0,R3,20.0
663,106488,KS,F,405,241,349.0,0,11254,4,59,274.0,291,21.06666667,0,0,R2,26.0
664,70722,MI,F,355,252,309.0,0,10409,2,93,292.0,271,12.33333333,0,907,C3,16.0
665,187495,OK,M,922,374,501.0,3,16125,2,66,442.0,449,14.0,1,0,T1,17.0
666,18543,NC,female,506,243,336.0,0,11973,0,89,285.0,294,9.090909091,0,6001,T2,14.0
667,38707,FL,M,3333,390,815.0,79,48235,5,20,609.0,549,10.0,1,0,C1,17.0
668,138528,Arizona,M,723,265,485.0,0,17145,7,42,361.0,351,18.4,1,2406,S2,26.0
669,177960,OR,M,528,284,359.0,0,11925,1,51,338.0,306,12.47826087,1,3803,T2,25.0
670,97221,IL,F,418,330,430.0,0,14006,0,90,343.0,381,11.0,0,3101,R2,25.0
671,158816,CA,F,2322,469,498.0,76,18806,12,48,472.0,499,7.84375,2,3601,C1,11.0
672,93713,IL,F,704,314,415.0,0,11865,19,73,349.0,358,13.0,0,3101,U3,20.0
673,135535,Arizona,Female,1060,519,631.0,0,18341,5,42,602.0,559,6.357142857,28,4707,U1,13.0
674,91194,IL,F,539,254,343.0,0,12966,8,80,348.0,297,7.894736842,0,5001,C3,7.0
675,62232,IN,F,1097,485,601.0,4,21132,2,64,562.0,534,14.6,0,4206,T1,19.0
676,91507,IL,F,1058,479,562.0,1,18116,2,86,499.0,525,8.75,0,3601,S1,14.0
677,153467,CA,M,1971,553,607.0,46,17576,13,39,605.0,559,15.0,1,2301,S1,21.0
678,28718,GA,M,512,190,297.0,0,9317,31,55,237.0,248,20.0,1,2201,C3,20.0
679,119902,TX,M,321,170,271.0,1,9720,0,81,189.0,233,10.0,1,2201,R3,5.0
680,179339,WA,male,2321,631,718.0,65,21434,2,61,638.0,713,6.7,0,9310,T1,13.0
681,74880,IA,F,622,347,416.0,0,15808,0,88,378.0,401,15.0,0,2201,T2,25.0
682,29988,GA,M,351,171,237.0,0,8814,0,78,186.0,219,25.0,1,0,R1,25.0
683,132508,WY,F,540,191,237.0,0,10336,2,34,215.0,195,10.5,28,0,C2,10.0
684,144351,CA,F,2855,311,537.0,78,18525,28,47,385.0,484,11.46153846,0,3609,U2,40.0
685,38388,FL,F,955,324,444.0,2,12645,71,17,379.0,397,7.264347826,2,4810,U2,10.0
686,176863,OR,M,442,156,191.0,0,6370,2,53,195.0,165,16.5,1,6101,R3,20.0
687,70696,MI,F,569,356,515.0,2,19771,2,83,384.0,440,6.75,0,4701,C2,12.0
688,151819,CA,M,1170,210,255.0,3,7629,40,50,220.0,252,5.7,0,4601,U4,6.0
689,146500,CA,F,2353,301,367.0,71,10333,46,33,316.0,333,25.0,28,2201,S2,25.0
690,72679,MI,F,330,249,357.0,0,10932,1,84,317.0,289,7.333333333,0,6401,R2,10.0
691,61805,IN,F,428,253,319.0,0,10747,0,79,294.0,284,2.625,0,0,R2,5.0
692,142742,CA,F,1713,217,334.0,41,9763,59,26,244.0,310,15.0,2,4801,U3,15.0
693,29342,GA,F,618,278,364.0,0,11899,1,81,291.0,322,7.285714286,0,0,0,10.0
694,49712,AL,Male,310,243,297.0,1,9642,0,94,308.0,265,11.2,1,0,R3,17.0
695,53529,Tennessee,F,1183,496,654.0,1,27491,0,44,603.0,566,10.65217391,0,0,S1,5.0
696,70803,MI,M,299,244,303.0,0,10136,6,77,267.0,263,4.9375,1,1112,R3,4.0
697,20721,NC,female,504,238,424.0,1,14205,0,60,355.0,319,8.5,0,5805,R2,10.0
698,15445,NC,M,782,223,357.0,0,11910,5,45,341.0,272,10.23076923,1,5501,C2,20.0
699,24030,SC,F,383,76,180.0,0,5990,0,78,134.0,135,12.2,0,3306,T3,20.0
700,150177,CA,M,2044,329,423.0,53,13686,27,47,337.0,397,10.75,0,2001,S2,20.0
701,137540,Arizona,Female,2158,411,640.0,54,33235,7,12,516.0,535,9.0,2,4801,C1,10.0
702,13496,CA,F,3222,569,652.0,93,34407,23,35,614.0,607,16.54545455,28,2801,U1,25.0
703,28040,GA,M,866,463,492.0,1,15563,1,66,475.0,467,7.545454545,1,2901,T2,11.0
704,156174,NV,M,899,479,535.0,1,15544,2,26,486.0,542,9.444444444,1,2601,C2,10.0
706,2781,CA,F,2432,340,432.0,72,13558,42,37,364.0,397,9.0,0,4501,U2,20.0
707,85476,MN,F,198,173,238.0,0,7616,1,83,209.0,208,5.0,2,3801,R3,5.0
708,177640,OR,M,600,236,275.0,2,9757,1,44,256.0,273,18.95833333,1,4911,R2,30.0
709,183052,WA,male,944,395,461.0,5,13714,3,38,417.0,414,5.266666667,1,3511,T2,5.0
710,115935,TX,F,463,404,470.0,0,16020,3,46,416.0,427,10.4,28,0,C2,20.0
711,103872,MO,F,290,182,277.0,0,9887,1,76,228.0,235,20.0,2,3401,R3,20.0
712,10064,IN,F,694,270,450.0,1,14428,0,76,376.0,339,13.0,0,0,T3,18.0
713,84854,MN,F,797,259,392.0,0,12827,4,70,378.0,318,3.161290323,0,3701,C2,3.0
714,106430,KS,F,589,282,366.0,0,16020,0,74,286.0,337,10.0,3,5104,T2,14.0
715,18438,NC,M,1205,246,473.0,21,19319,0,25,459.0,345,4.176470588,1,2806,R2,5.0
716,49519,AL,Male,464,270,307.0,0,9942,1,77,288.0,289,6.5,2,4007,S3,5.0
717,63971,IN,M,444,265,353.0,0,11781,0,56,324.0,304,4.5,1002,4201,R2,4.0
718,34079,FL,F,801,324,478.0,11,19724,6,20,382.0,419,4.9,0,2201,C2,5.0
719,120509,TX,F,337,204,298.0,1,12342,1,87,261.0,263,8.294117647,2,1502,R3,10.0
720,66244,MI,M,434,237,372.0,0,11550,4,78,337.0,305,11.66666667,1002,0,S3,10.0
721,44715,FL,F,646,241,299.0,1,12694,8,9,257.0,278,7.1875,28,2601,C2,12.0
722,104891,KS,M,740,295,420.0,0,15354,2,37,376.0,329,12.6,0,1706,S2,23.0
