Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
PN12718,California,8681.046339,Bachelor,M,0,86,2,Personal Auto,541.217743,Two-Door Car
CN63432,Arizona,13197.92893,College,F,0,68,3,Personal Auto,326.4,Four-Door Car
WA24038,Oregon,4595.457544,Bachelor,M,76357,117,1,Personal Auto,4.074222,SUV
TR40401,Oregon,5073.282126,Doctor,M,57709,125,0,Personal Auto,600,SUV
UQ73252,Arizona,4636.54647,College,M,26802,66,1,Personal Auto,316.8,Two-Door Car
LK91880,California,8376.332294,College,F,26448,105,0,Personal Auto,75.330276,Sports Car
UA50747,Washington,25997.74996,High School or Below,F,62262,72,0,Corporate Auto,193.505325,Four-Door Car
RV22056,Oregon,4971.353586,Bachelor,F,98784,124,1,Personal Auto,155.412984,Sports Car
FW92569,Arizona,13270.9446,College,M,28727,113,0,Corporate Auto,350.877502,SUV
AS26192,Oregon,5519.078475,High School or Below,M,50406,70,0,Corporate Auto,132.208612,Four-Door Car
PX72779,Arizona,7942.174213,Master,M,41832,66,0,Personal Auto,402.749918,Four-Door Car
PZ47901,Arizona,5504.139033,Bachelor,F,0,73,0,Corporate Auto,350.4,Four-Door Car
LE41874,Nevada,5140.11289,High School or Below,F,0,138,0,Corporate Auto,900.617364,SUV
WT10649,Oregon,6583.205691,Bachelor,M,0,97,0,Personal Auto,465.6,Four-Door Car
SP80065,California,7899.217251,High School or Below,F,40032,99,0,Special Auto,475.2,Four-Door Car
WW37525,California,7659.499583,High School or Below,M,95701,98,3,Personal Auto,99.697769,Four-Door Car
MF15503,Nevada,7055.962564,Bachelor,M,0,108,1,Special Auto,777.6,Two-Door Car
GJ52970,California,7238.504049,High School or Below,M,0,66,1,Personal Auto,393.645615,Four-Door Car
GX84338,Washington,3824.431298,Doctor,F,62530,95,0,Personal Auto,61.693771,Four-Door Car
QL54532,California,3870.356928,Master,M,0,106,0,Personal Auto,508.8,SUV
WY43888,Washington,16525.38067,High School or Below,M,24414,104,0,Personal Auto,499.2,SUV
TN51356,Oregon,2450.880954,Bachelor,M,82695,62,0,Personal Auto,217.945243,Four-Door Car
QJ21876,California,5666.69628,College,F,48156,143,0,Personal Auto,686.4,SUV
MM49431,Washington,7298.583562,Bachelor,M,74069,63,2,Personal Auto,275.516438,Two-Door Car
DY38083,California,8838.085637,Bachelor,M,82664,114,3,Personal Auto,133.425609,SUV
KZ95954,Arizona,5375.657146,High School or Below,M,0,80,1,Personal Auto,749.134686,Four-Door Car
DC70690,Arizona,5598.00838,College,F,51737,71,0,Personal Auto,430.163277,Four-Door Car
QI31659,California,16953.08411,Bachelor,F,76797,71,0,Personal Auto,234.771653,Four-Door Car
JU72142,Oregon,14002.75508,Bachelor,M,61225,117,0,Personal Auto,442.374873,SUV
QS26062,California,2807.049427,High School or Below,M,80915,70,0,Corporate Auto,187.854818,Four-Door Car
LF61343,California,10529.01236,High School or Below,M,12688,140,0,Personal Auto,672,SUV
YK23193,Nevada,6057.07208,Bachelor,M,27681,83,0,Personal Auto,398.4,Two-Door Car
ID40186,Oregon,12904.94336,Bachelor,F,27778,109,0,Personal Auto,523.2,Four-Door Car
AS17174,Oregon,2471.528431,High School or Below,M,95697,61,0,Personal Auto,114.273025,Two-Door Car
IQ95180,Oregon,5651.396772,Bachelor,M,44634,71,1,Personal Auto,396.035334,Four-Door Car
RS59102,California,12885.78676,College,M,37050,110,1,Personal Auto,528,Sports Car
OI83286,Oregon,5551.394979,College,F,56872,69,0,Personal Auto,192.879457,Two-Door Car
XH93021,Nevada,5439.342442,High School or Below,M,0,82,0,Personal Auto,590.4,Four-Door Car
QJ22057,Nevada,4454.104455,College,F,0,68,1,Personal Auto,326.4,Four-Door Car
NR49426,Nevada,5195.824739,College,M,69488,68,3,Personal Auto,326.4,Four-Door Car
BM39234,Oregon,4551.060479,High School or Below,M,0,62,0,Personal Auto,446.4,Two-Door Car
MJ95558,California,16570.09009,Bachelor,M,23589,211,0,Special Auto,1012.8,Luxury SUV
WC21120,California,8002.308333,College,F,0,107,0,Personal Auto,513.6,SUV
EU81458,Oregon,2743.553584,Doctor,F,95782,68,1,Personal Auto,247.847239,Four-Door Car
JO32686,Arizona,8139.001346,Bachelor,F,24992,106,0,Personal Auto,508.8,SUV
YY27420,Arizona,10507.69496,Bachelor,M,20043,92,0,Personal Auto,516.088544,Four-Door Car
SX22647,California,7218.085486,College,M,0,104,0,Personal Auto,748.8,SUV
HT31871,Arizona,4861.369008,High School or Below,M,36305,61,0,Personal Auto,292.8,Four-Door Car
ZB81881,California,5786.49398,Bachelor,M,44784,73,0,Personal Auto,395.386573,Two-Door Car
XY91562,Oregon,7707.806541,College,F,0,113,0,Personal Auto,542.4,Four-Door Car
CQ72935,Arizona,4974.801539,Bachelor,M,75644,65,3,Personal Auto,467.803638,Two-Door Car
XR36002,California,10626.80746,High School or Below,F,27339,97,2,Personal Auto,44.730323,Two-Door Car
RW70500,Oregon,7996.604028,Master,F,43657,66,0,Personal Auto,316.8,Two-Door Car
VK53354,Washington,27945.89465,Bachelor,M,0,95,0,Special Auto,684,Two-Door Car
OI77877,Oregon,7498.290823,High School or Below,M,31134,96,0,Personal Auto,666.5271,Four-Door Car
EH13261,California,2637.148672,Master,M,50512,67,0,Personal Auto,351.403677,Four-Door Car
GW14698,Arizona,4882.493829,College,F,80604,61,0,Corporate Auto,255.982609,Four-Door Car
PO56357,California,5363.528173,High School or Below,F,64604,67,1,Personal Auto,272.445607,Four-Door Car
IC47914,California,3548.397966,College,M,0,103,0,Corporate Auto,741.6,Four-Door Car
IK12576,Oregon,4233.56878,Bachelor,F,95647,106,0,Personal Auto,508.8,Two-Door Car
NC68853,Oregon,11293.98192,High School or Below,M,0,104,0,Personal Auto,499.2,SUV
TG40558,Oregon,7258.992716,High School or Below,M,60969,61,0,Corporate Auto,146.119178,Four-Door Car
NB40107,Arizona,2695.455483,High School or Below,M,0,76,0,Corporate Auto,547.2,Four-Door Car
XD86462,Oregon,6063.19979,College,M,20676,79,0,Personal Auto,379.2,Four-Door Car
HA45220,California,5258.251562,High School or Below,F,37874,65,0,Corporate Auto,41.016038,Four-Door Car
OT24208,California,12390.47778,Bachelor,M,14382,66,0,Personal Auto,316.8,Four-Door Car
LM93586,Arizona,3677.784051,High School or Below,M,32314,92,0,Personal Auto,662.4,Four-Door Car
CA70404,California,6104.849081,High School or Below,M,62455,77,1,Personal Auto,338.144854,Two-Door Car
UY94269,Oregon,2991.423685,Master,F,35605,74,0,Personal Auto,355.2,Two-Door Car
FM59265,Washington,8034.520139,Bachelor,F,0,103,0,Personal Auto,741.6,SUV
TZ51184,Arizona,9778.984109,College,M,0,137,0,Corporate Auto,986.4,SUV
BZ85280,Oregon,7284.262288,College,M,10334,64,0,Personal Auto,296.962938,Four-Door Car
BL93527,Arizona,2728.03759,High School or Below,M,44025,69,0,Personal Auto,331.2,Two-Door Car
FL77069,California,7519.029686,Bachelor,F,32397,190,0,Corporate Auto,334.626758,Luxury SUV
HX31231,Arizona,8183.592208,Bachelor,F,24345,106,0,Corporate Auto,637.695945,Four-Door Car
OO11998,Oregon,4583.748377,Master,M,94804,115,4,Personal Auto,764.592151,SUV
CW12066,Oregon,11638.89947,College,F,25370,102,0,Corporate Auto,489.6,Sports Car
GD17919,Arizona,14455.86021,College,F,0,78,0,Special Auto,561.6,Four-Door Car
HA40978,California,8478.278069,College,M,53234,109,0,Personal Auto,1212.988796,Four-Door Car
DO80363,Arizona,3923.265453,High School or Below,M,0,108,0,Personal Auto,912.581597,Four-Door Car
UH79890,Oregon,5201.707743,High School or Below,M,0,70,0,Personal Auto,336,Four-Door Car
HA82735,Arizona,3857.947176,Bachelor,F,0,121,2,Personal Auto,1032.204305,SUV
DQ71306,Oregon,3649.658983,High School or Below,M,19013,95,0,Corporate Auto,456,Four-Door Car
GN64199,Oregon,2652.289648,Doctor,F,0,73,0,Personal Auto,490.690995,Four-Door Car
OU78642,Arizona,7583.56435,Master,F,81568,186,0,Personal Auto,737.442295,Luxury SUV
PR59105,Oregon,8535.108303,High School or Below,F,53223,72,0,Personal Auto,299.788806,Four-Door Car
TM94572,Arizona,4152.652599,Bachelor,M,0,123,0,Personal Auto,885.6,SUV
AP63665,Oregon,7166.343469,Bachelor,F,59253,89,0,Personal Auto,67.801384,Four-Door Car
AZ64856,California,5048.051359,High School or Below,F,34452,126,0,Personal Auto,604.8,SUV
IC12985,Arizona,4579.605586,Bachelor,M,40160,118,1,Personal Auto,566.4,Four-Door Car
KH81863,Oregon,4605.036646,College,F,22571,63,0,Corporate Auto,302.4,Four-Door Car
EE49066,Oregon,4969.529102,High School or Below,F,62365,62,0,Corporate Auto,297.6,Four-Door Car
IZ37104,California,2267.604038,Doctor,M,0,61,0,Personal Auto,292.8,Four-Door Car
BA66627,Nevada,36229.40842,Bachelor,F,22220,105,0,Personal Auto,22.45383,Sports Car
XZ54522,Nevada,8810.89555,Bachelor,F,76266,110,1,Personal Auto,155.708627,Two-Door Car
VE46465,Oregon,4656.488488,Master,M,0,128,1,Personal Auto,1548.310532,Sports Car
LD71221,Oregon,4318.088108,Bachelor,F,0,68,3,Personal Auto,230.109964,Two-Door Car
YB66933,Washington,5382.752045,Bachelor,F,77552,68,1,Corporate Auto,45.215059,Four-Door Car
EQ15944,Oregon,2953.617963,Doctor,F,76474,74,2,Personal Auto,355.2,Four-Door Car
CR92272,Arizona,8051.56643,Doctor,F,57664,100,0,Personal Auto,344.92729,SUV
JJ94311,Oregon,6627.148927,Bachelor,M,82377,83,0,Personal Auto,498.335261,Four-Door Car
EO42272,California,10148.41973,Bachelor,F,44856,66,1,Corporate Auto,316.8,Four-Door Car
LA34671,Arizona,7628.749434,College,M,0,77,0,Personal Auto,369.6,Four-Door Car
ZF73834,California,2582.408525,Bachelor,F,76731,64,0,Personal Auto,201.455005,Four-Door Car
UM14135,Nevada,3265.156348,Bachelor,F,25820,82,0,Personal Auto,393.6,Four-Door Car
YA14448,Arizona,5996.065073,College,F,0,83,0,Personal Auto,398.4,Four-Door Car
QL10321,California,5768.830622,Doctor,F,92509,71,0,Personal Auto,109.296118,Four-Door Car
ZL17677,Washington,21480.81781,Master,F,15505,68,0,Personal Auto,383.890867,Two-Door Car
WE57129,Washington,2891.717971,Master,M,21979,73,0,Personal Auto,518.686584,Two-Door Car
SO57563,Arizona,7381.914168,College,M,54878,96,3,Personal Auto,204.953947,Four-Door Car
SO38188,Oregon,5308.617246,Bachelor,M,40178,136,0,Special Auto,652.8,SUV
YD65161,California,2912.59798,Bachelor,F,65436,73,0,Personal Auto,40.752864,Four-Door Car
QH12810,Oregon,11814.47532,Bachelor,F,0,106,0,Personal Auto,763.2,SUV
OU81877,Oregon,4726.963307,High School or Below,M,0,64,0,Personal Auto,307.2,Four-Door Car
CN49086,California,5073.282126,Doctor,M,57709,125,0,Corporate Auto,600,SUV
BD53342,Washington,3096.511217,College,F,21604,79,0,Personal Auto,379.2,Four-Door Car
FI75266,Oregon,7891.584409,Bachelor,M,28422,68,1,Corporate Auto,453.909559,Four-Door Car
GH86762,California,19454.40847,Bachelor,F,59853,124,0,Special Auto,570.847354,SUV
HP55853,California,22332.43946,College,M,49078,97,0,Corporate Auto,484.013411,Four-Door Car
WB43408,Oregon,4598.235733,College,F,51523,116,0,Personal Auto,738.840818,SUV
MF41879,Oregon,8215.388242,Doctor,M,0,110,0,Personal Auto,601.021286,SUV
YU21725,Washington,4903.152748,High School or Below,F,0,66,1,Corporate Auto,475.2,Four-Door Car
AY98473,Arizona,24186.88247,College,F,32989,102,0,Personal Auto,489.6,SUV
TX34322,Oregon,2419.306466,College,M,0,70,1,Personal Auto,336,Two-Door Car
AK61491,Oregon,2491.317024,Doctor,M,36631,62,0,Personal Auto,67.530904,Four-Door Car
XC32316,Arizona,9657.579498,High School or Below,M,0,131,0,Corporate Auto,628.8,SUV
WN59735,California,2621.116054,College,F,26477,66,0,Personal Auto,144.987956,Four-Door Car
WW99844,Oregon,4944.088762,High School or Below,F,53607,61,0,Personal Auto,93.891207,Four-Door Car
YG38576,Arizona,5206.761563,College,M,21594,71,3,Personal Auto,340.8,Four-Door Car
AT62618,Oregon,6109.135438,Bachelor,F,0,85,0,Personal Auto,612,Four-Door Car
EE48429,Nevada,2601.468833,High School or Below,F,80584,65,0,Personal Auto,312,Two-Door Car
SX95355,Oregon,5849.486464,Bachelor,F,67511,73,0,Personal Auto,350.4,Four-Door Car
IU54219,Oregon,16301.9676,Master,F,19614,85,0,Special Auto,574.024018,Two-Door Car
WX65636,Arizona,26462.75908,Bachelor,F,0,82,2,Corporate Auto,511.320391,Four-Door Car
ZE71012,Nevada,26199.52707,Bachelor,M,20346,74,0,Corporate Auto,358.643521,Two-Door Car
PU36617,Arizona,6470.535463,College,M,48638,82,0,Personal Auto,183.104441,Four-Door Car
PA18731,Oregon,9501.005425,College,F,46855,119,0,Personal Auto,472.391125,SUV
IC51895,Arizona,10970.13221,College,F,38873,92,0,Personal Auto,599.811172,Two-Door Car
FU43761,Nevada,2435.619979,Doctor,F,25703,62,0,Personal Auto,297.6,Four-Door Car
BG51419,Washington,4362.931238,College,M,58842,110,0,Corporate Auto,528,Four-Door Car
VY96711,California,19231.77266,Master,F,99772,158,0,Corporate Auto,51.902587,SUV
KT97561,Arizona,8382.630118,High School or Below,M,19683,117,1,Personal Auto,561.6,Sports Car
BW80872,Washington,4434.411172,High School or Below,M,34549,111,0,Personal Auto,125.933005,Four-Door Car
TZ81094,Nevada,2372.155492,High School or Below,F,19030,62,0,Corporate Auto,355.820799,Two-Door Car
XA27536,Washington,3611.183505,College,M,63329,92,0,Personal Auto,441.6,Four-Door Car
LR61007,Arizona,3034.797717,High School or Below,M,79253,76,0,Corporate Auto,254.984946,Two-Door Car
WH20102,California,9095.049868,College,M,37937,116,0,Personal Auto,556.8,SUV
FG60807,Oregon,4884.15708,High School or Below,F,21766,62,0,Corporate Auto,179.14181,Four-Door Car
TV77808,Arizona,5681.307056,High School or Below,M,67132,71,0,Corporate Auto,466.371705,Four-Door Car
LA66902,Arizona,2458.562965,College,M,0,71,1,Personal Auto,511.2,Two-Door Car
PA38372,Washington,9357.737821,High School or Below,F,33060,117,0,Personal Auto,56.731578,Four-Door Car
NX11526,Arizona,2759.978287,Bachelor,M,92296,69,0,Corporate Auto,331.2,Two-Door Car
HU72679,Oregon,9635.58373,Doctor,M,90334,119,0,Corporate Auto,423.785148,SUV
HC60268,Oregon,8346.019875,College,M,40105,104,0,Personal Auto,878.413622,Four-Door Car
SO18542,Oregon,8370.56545,Bachelor,F,33409,105,0,Personal Auto,553.553427,SUV
SM54018,California,12689.42804,College,F,0,117,1,Personal Auto,1163.669865,Two-Door Car
CN22369,California,2538.62632,Bachelor,M,18608,71,0,Special Auto,340.8,Four-Door Car
WY17333,California,4732.219556,High School or Below,M,55385,61,0,Personal Auto,292.8,Four-Door Car
LP76290,Oregon,8246.830811,Master,M,62588,104,0,Special Auto,499.2,Four-Door Car
UF93434,Oregon,2548.393565,College,F,22050,66,0,Personal Auto,316.8,Four-Door Car
VW70435,Oregon,4929.549699,Bachelor,M,25632,63,0,Personal Auto,351.270869,Two-Door Car
AV96010,Oregon,3289.120863,College,M,40097,92,4,Personal Auto,227.221652,Two-Door Car
DX70966,Nevada,2771.045031,College,F,50071,71,0,Personal Auto,18.918935,Two-Door Car
VW65429,Arizona,6899.709949,High School or Below,M,37308,86,0,Personal Auto,301.011106,Four-Door Car
LY17372,Arizona,5112.306584,College,M,44743,137,4,Personal Auto,741.300032,SUV
BE61743,Washington,4109.793608,Bachelor,M,86657,103,0,Personal Auto,316.227946,Sports Car
GP56044,Washington,27440.61101,High School or Below,M,84306,137,0,Personal Auto,863.413385,SUV
EA63660,California,20957.60504,College,F,0,118,0,Personal Auto,566.4,SUV
DP50640,California,2548.842787,Bachelor,M,47346,65,0,Personal Auto,312,Four-Door Car
MM45897,Nevada,2714.654446,Bachelor,M,88545,68,0,Personal Auto,374.108319,Four-Door Car
OZ86942,California,5790.462518,Bachelor,F,52443,73,1,Corporate Auto,350.4,Four-Door Car
WI65397,Oregon,7627.31479,Bachelor,F,36084,99,1,Corporate Auto,152.779038,Two-Door Car
OQ69520,Arizona,7903.993374,Master,F,35406,69,4,Corporate Auto,67.504452,Four-Door Car
QK12068,Oregon,5293.717318,High School or Below,F,0,74,0,Personal Auto,712.126586,Four-Door Car
KF98735,California,3673.990748,Bachelor,M,41185,99,4,Special Auto,363.613596,Four-Door Car
BH28530,California,21592.10096,High School or Below,M,51204,181,0,Personal Auto,929.554445,Sports Car
DW62043,Oregon,2452.059049,College,F,30216,63,0,Corporate Auto,302.4,Four-Door Car
AF41118,California,7255.714453,College,M,10710,94,0,Personal Auto,451.2,Two-Door Car
KI82366,Arizona,7412.962014,College,M,0,112,0,Personal Auto,806.4,Four-Door Car
GF97506,Nevada,9048.983447,High School or Below,M,0,119,0,Personal Auto,571.2,Sports Car
UQ62739,Oregon,4270.034394,College,M,0,122,0,Corporate Auto,725.870693,SUV
WY58555,Oregon,4929.549699,Bachelor,M,25632,63,0,Personal Auto,351.270869,Two-Door Car
PU11172,Oregon,3539.97159,High School or Below,F,0,99,0,Personal Auto,1158.858027,Four-Door Car
DN30013,Oregon,5568.889245,College,F,53295,70,0,Personal Auto,250.423844,Four-Door Car
ZI60303,Oregon,9817.026936,High School or Below,M,0,139,0,Personal Auto,1000.8,Sports Car
MR56401,Oregon,2542.845763,College,F,37072,64,0,Personal Auto,307.2,Four-Door Car
FM14335,Washington,10484.91535,College,F,61108,89,0,Personal Auto,49.451117,Four-Door Car
FK54851,California,6310.400194,High School or Below,M,79880,79,1,Personal Auto,568.8,Two-Door Car
YF38355,Washington,8106.221539,Master,M,81580,101,0,Personal Auto,633.439417,SUV
TN39471,Arizona,3398.007367,High School or Below,F,0,92,0,Personal Auto,611.844584,Two-Door Car
MT53449,Arizona,16301.9676,Master,F,19614,85,0,Personal Auto,574.024018,Two-Door Car
DV22542,California,2722.408776,High School or Below,M,58620,68,0,Personal Auto,292.135884,Two-Door Car
TO82744,California,15789.65496,High School or Below,F,0,212,0,Personal Auto,1526.4,Luxury SUV
OG17756,Arizona,4904.894731,College,F,12902,139,0,Personal Auto,667.2,Sports Car
DO51363,Oregon,3785.754787,Bachelor,F,26318,96,0,Personal Auto,679.392372,Two-Door Car
BJ26599,Oregon,4200.818894,Bachelor,M,20263,63,0,Personal Auto,373.454457,Four-Door Car
LX24476,Oregon,3619.060986,Bachelor,F,0,98,0,Personal Auto,310.842085,Four-Door Car
IO63361,Arizona,4880.713626,College,M,52819,124,0,Personal Auto,282.500791,SUV
SD30853,Oregon,12687.15484,College,F,63918,64,0,Personal Auto,307.2,Four-Door Car
OJ41819,Oregon,4848.90183,College,F,0,66,0,Personal Auto,316.8,Four-Door Car
MO63575,Oregon,4334.064096,Bachelor,F,23904,123,3,Corporate Auto,590.4,SUV
BV16459,Oregon,6677.418103,College,M,0,97,1,Personal Auto,251.63901,Two-Door Car
YV93784,Arizona,8973.110905,Master,F,69736,111,0,Personal Auto,424.424732,SUV
UF32055,California,7109.296548,Bachelor,M,69700,181,0,Personal Auto,645.921338,SUV
UQ16798,Arizona,10208.92761,College,F,35482,129,0,Personal Auto,619.2,SUV
LS59637,Arizona,2719.506996,College,F,14030,72,0,Corporate Auto,345.6,Two-Door Car
TX35617,California,4465.604359,Bachelor,F,50909,112,0,Personal Auto,339.048157,SUV
EX89625,Arizona,5593.434009,Bachelor,F,96406,69,0,Personal Auto,331.2,Two-Door Car
FD11364,Oregon,6768.997027,Bachelor,F,77001,85,0,Special Auto,408,Four-Door Car
FA90076,Oregon,2454.589361,Bachelor,F,0,72,0,Personal Auto,518.4,Two-Door Car
BG96711,California,2576.380679,Bachelor,M,24732,67,0,Corporate Auto,321.6,Four-Door Car
PW31239,Oregon,4282.947971,College,F,40864,109,1,Personal Auto,166.937747,SUV
MD95935,California,5845.426201,Bachelor,F,43145,73,0,Corporate Auto,516.421124,Two-Door Car
UL10037,Oregon,10484.91535,College,F,61108,89,0,Corporate Auto,49.451117,Four-Door Car
RE67051,California,5509.377781,Bachelor,M,34236,70,0,Corporate Auto,336,Four-Door Car
SB44315,Arizona,3011.344686,College,M,39010,78,2,Personal Auto,374.4,Four-Door Car
OX21474,California,2698.355517,High School or Below,M,88867,69,1,Personal Auto,331.2,Four-Door Car
HN60464,California,6105.801637,Bachelor,M,0,84,0,Personal Auto,395.740207,Four-Door Car
TJ51874,Washington,8558.038795,High School or Below,M,13908,116,2,Corporate Auto,804.130779,SUV
PB63095,Washington,5568.947534,High School or Below,M,0,79,1,Personal Auto,407.440238,Two-Door Car
VR81851,Oregon,11042.29006,College,F,0,64,0,Personal Auto,415.803174,Four-Door Car
DP13082,California,23594.6802,Bachelor,M,76358,66,0,Personal Auto,86.461582,Four-Door Car
LP34743,Oregon,4726.869327,Bachelor,F,13037,124,0,Personal Auto,839.348464,SUV
